build_failed,gh_is_pr,git_prev_commit_resolution_status,gh_team_size,git_num_all_built_commits,gh_num_commit_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_src_files,gh_diff_doc_files,gh_diff_other_files,gh_num_commits_on_files_touched,gh_sloc,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,year_of_start,month_of_start,day_of_start,hour_of_start,elapsed_days_last_build,same_committer,proj_fail_rate_history,proj_fail_rate_recent,comm_fail_rate_history,comm_fail_rate_recent,comm_avg_experience,totalNumberOfRevisions,no_config_edited,num_files_edited,num_distinct_authors,prev_build_result,day_week
0,0,1,21,1,0,4,0,0,0,1,0,0,1,0,0,3401,375494,379.3935456,24.34126777,102.0362509,1,2012,1,29,3,0,0,0.17948718,0.2,0.05263158,0,19,2,0,2,1,0,1
0,0,1,21,1,0,0,0,0,0,3,0,0,0,0,3,18228,375494,379.3935456,24.34126777,102.0362509,1,2012,1,29,13,0,0,0.17906977,0,0,0,0,6,0,6,1,0,1
0,0,1,21,1,0,0,8,0,0,1,0,0,1,0,0,25,375494,379.3988719,24.34126777,102.0362509,1,2012,1,29,14,0,0,0.1786543,0,0.3125,0,16,2,0,2,1,0,1
0,0,1,21,2,0,4,21,0,0,3,0,0,2,0,1,20756,375494,379.4121877,24.34126777,102.0362509,0,2012,1,30,1,1,0,0.17824075,0,0.045454547,0,11,6,0,6,2,0,2
0,0,1,21,1,0,2,0,0,0,2,0,0,1,0,1,18280,375494,379.4121877,24.34126777,102.0362509,0,2012,1,30,3,0,0,0.1778291,0,0,0,3,4,0,4,1,0,2
0,0,1,21,1,0,0,38,0,0,1,0,0,1,0,0,26,375494,379.4547982,24.34126777,102.0389141,1,2012,1,30,5,0,0,0.17741935,0,0,0,18,2,0,2,1,0,2
0,0,1,21,1,0,4,51,0,0,4,0,0,3,0,1,18256,375494,379.5746403,24.34393093,102.0655457,1,2012,1,30,10,0,1,0.17701149,0,0,0,19,8,0,8,1,0,2
0,0,1,21,2,0,27,0,0,0,4,0,0,4,0,0,3545,375494,379.5746403,24.34393093,102.0655457,1,2012,1,30,21,0,0,0.17660551,0,0.024390243,0,20.5,8,0,8,2,0,2
0,0,1,21,1,0,0,2,0,0,2,0,0,1,0,1,18240,375494,379.5746403,24.34393093,102.0655457,1,2012,1,31,5,1,0,0.17620137,0,0,0,21,4,0,4,1,0,3
0,0,1,21,1,0,0,27,0,0,1,0,0,1,0,0,42,375494,379.5826298,24.34393093,102.0655457,1,2012,1,31,5,0,1,0.17579909,0,0,0,22,2,0,2,1,0,3
0,0,1,21,1,0,4,0,0,0,3,0,0,1,0,2,18356,375494,379.5826298,24.34393093,102.0655457,1,2012,1,31,12,0,0,0.17539863,0,0.25,0.25,4,6,0,6,1,0,3
0,0,1,21,1,0,2,20,0,0,3,0,0,2,0,1,18381,375494,379.6305667,24.34925725,102.070872,1,2012,1,31,21,0,0,0.17873304,0.4,0,0,23,6,0,6,1,0,3
0,0,1,21,1,0,6,0,0,0,1,0,0,1,0,0,3404,375494,379.6305667,24.34925725,102.070872,1,2012,1,31,21,0,0,0.17832957,0.2,0.045454547,0,22,2,0,2,1,0,3
0,0,1,21,2,0,37,0,0,0,3,0,0,2,0,1,20778,375496,379.5912606,24.34646441,102.0676652,1,2012,2,1,16,0,0,0.18080357,0.4,0.018867925,0,17.666666,16,0,12,3,0,4
0,0,1,21,1,0,4,0,0,0,2,0,0,1,0,1,18287,375496,379.5912606,24.34646441,102.0676652,1,2012,2,1,16,0,0,0.1804009,0.4,0,0,0,4,0,4,1,0,4
0,0,1,21,1,0,0,2,0,0,2,0,0,1,0,1,18240,375496,379.5859343,24.34646441,102.0676652,0,2012,2,2,7,1,0,0.18,0.2,0,0,4,4,0,4,1,0,5
0,0,1,21,1,0,8,10,0,0,3,0,0,2,0,1,18387,375496,379.6099026,24.34912755,102.0703283,1,2012,2,2,8,0,0,0.17960088,0.2,0.29411766,0,17,6,0,6,1,0,5
0,0,1,21,1,0,9,0,0,0,1,0,0,1,0,0,49,375496,379.6099026,24.34912755,102.0703283,1,2012,2,2,11,0,0,0.17920354,0.2,0,0,3,2,0,2,1,0,5
0,0,1,21,1,0,2,38,1,0,2,0,0,2,0,1,18261,375496,379.6977864,24.3517907,102.0729915,1,2012,2,2,12,0,0,0.17880794,0.2,0,0,1,6,0,6,1,0,5
0,0,1,21,1,0,26,0,0,0,2,0,0,1,0,1,18262,375496,379.6977864,24.3517907,102.0729915,1,2012,2,2,12,0,1,0.17841409,0.2,0,0,2,4,0,4,1,0,5
0,0,1,21,1,0,39,0,0,0,2,0,0,1,0,1,18244,375496,379.7244178,24.3517907,102.0729915,1,2012,2,2,23,0,0,0.17763157,0,0.03448276,0,9.666667,16,0,12,3,0,5
0,0,1,21,2,0,4,0,0,0,2,0,0,1,0,1,20777,375496,379.7244178,24.3517907,102.0729915,1,2012,2,4,13,2,0,0.18043478,0.4,0.03125,0,10.666667,14,0,10,3,0,7
0,0,1,21,2,0,5,3,0,0,4,0,0,3,0,1,20811,375496,379.7324073,24.3517907,102.0756546,1,2012,2,5,15,1,0,0.18358532,0.8,0.13636364,0,22,8,0,8,2,0,1
0,0,1,21,1,0,6,0,0,0,2,0,0,1,0,1,18247,375501,379.7273509,24.35146644,102.0742954,1,2012,2,6,13,1,0,0.20378152,1,0.2631579,0,19,4,0,4,1,0,2
0,0,1,21,2,0,96,21,3,0,3,0,0,5,0,1,20795,375502,379.7769386,24.35406469,102.0766867,1,2012,2,7,5,1,0,0.21325052,1,0.01923077,0,26,12,0,12,2,0,3
0,0,1,21,1,0,8,0,0,0,1,0,0,1,0,0,1,375502,379.7769386,24.35406469,102.0766867,1,2012,2,7,5,0,0,0.21443298,0.8,0,0,26,2,0,2,1,0,3
0,0,1,21,1,0,41,6,0,0,4,0,0,3,0,1,18263,375502,379.7902541,24.35672779,102.084676,1,2012,2,7,5,0,1,0.21560575,0.6,0,0,27,8,0,8,1,0,3
0,0,1,21,1,0,56,0,0,0,2,0,0,1,0,1,18263,375502,379.7902541,24.35672779,102.084676,1,2012,2,7,10,0,1,0.21516393,0.6,0,0,28,4,0,4,1,0,3
0,0,1,21,1,0,2,0,0,0,2,0,0,1,0,1,18272,375502,379.7902541,24.35672779,102.084676,1,2012,2,7,11,0,0,0.21472393,0.6,0.2,0.2,5,4,0,4,1,0,3
0,0,1,21,2,0,10,0,0,0,3,0,0,2,0,1,20794,375502,379.7902541,24.35672779,102.084676,1,2012,2,8,0,1,0,0.21428572,0.6,0.035714287,0,14,6,0,6,2,0,4
0,0,1,21,1,0,2,0,0,0,2,0,0,1,0,1,18262,375502,379.7902541,24.35672779,102.084676,1,2012,2,8,1,0,0,0.21862349,0.6,0,0,1,4,0,4,1,0,4
0,0,1,21,1,0,6,0,0,0,2,0,0,1,0,1,18254,375498,379.7942998,24.35698725,102.0857634,1,2012,2,8,1,0,0,0.21818182,0.6,0.25,0,20,4,0,4,1,0,4
0,0,1,21,1,0,15,51,0,0,3,0,0,2,0,1,18263,375498,379.9194669,24.36231351,102.1416892,1,2012,2,8,4,0,0,0.22709164,0.8,0,0,2,6,0,6,1,0,4
0,0,1,21,1,0,31,15,0,0,3,0,0,2,0,1,18282,375498,379.9567508,24.36497664,102.1443523,1,2012,2,8,5,0,0,0.22664016,0.6,0,0,0,6,0,6,1,0,4
0,0,1,21,1,0,0,37,0,0,1,0,0,1,0,0,10,375498,379.9887083,24.36763977,102.1443523,1,2012,2,8,9,0,0,0.23379175,0.6,0.23809524,0,21,2,0,2,1,0,4
0,0,1,21,1,0,0,2,0,0,1,0,0,1,0,0,11,375498,379.9887083,24.36763977,102.1443523,1,2012,2,8,11,0,1,0.23483366,0.6,0.22727273,0,22,2,0,2,1,0,4
0,0,1,21,1,0,25,0,0,0,4,0,0,3,0,1,18334,375498,379.9887083,24.36763977,102.1443523,1,2012,2,8,13,0,0,0.23586744,0.6,0,0,29,8,0,8,1,0,4
0,0,1,21,1,0,0,121,2,0,0,0,0,2,0,0,0,375498,380.2710001,24.3703029,102.1496786,1,2012,2,8,13,0,1,0.2368932,0.6,0,0,30,4,0,4,1,0,4
0,0,1,21,3,0,14,0,0,0,3,0,0,3,0,0,3621,375498,380.2710001,24.3703029,102.1496786,1,2012,2,8,18,0,0,0.2364341,0.6,0.029411765,0,11.333333,6,0,6,3,0,4
0,0,1,21,1,0,0,2,0,0,1,0,0,1,0,0,1,375498,380.2710001,24.3703029,102.1496786,1,2012,2,8,18,0,0,0.23745173,0.6,0.2173913,0,23,2,0,2,1,0,4
0,0,1,21,1,0,0,2,0,0,2,0,0,1,0,1,18269,375498,380.2710001,24.3703029,102.1496786,1,2012,2,8,19,0,1,0.23699422,0.6,0.20833333,0,24,4,0,4,1,0,4
0,0,1,21,1,0,10,0,0,0,2,0,0,1,0,1,18271,375504,380.2649239,24.3699135,102.1480464,0,2012,2,9,2,1,0,0.24236642,0.8,0,0,5,4,0,4,1,0,5
0,0,1,21,1,0,6,0,0,0,3,0,0,2,0,1,18267,375504,380.2649239,24.3699135,102.1480464,1,2012,2,9,3,0,0,0.243346,0.6,0,0,31,6,0,6,1,0,5
0,0,1,21,1,0,2,0,0,0,2,0,0,1,0,1,18260,375504,380.2649239,24.3699135,102.1480464,0,2012,2,9,7,0,0,0.24288425,0.6,0,0,6,4,0,4,1,0,5
0,0,1,21,1,0,4,0,0,0,2,0,0,1,0,1,18263,375504,380.2649239,24.3699135,102.1480464,0,2012,2,9,7,0,1,0.24242425,0.4,0,0,7,4,0,4,1,0,5
0,0,1,21,1,0,0,6,0,0,2,0,0,1,0,1,18264,375504,380.2755763,24.3699135,102.1480464,0,2012,2,9,7,0,1,0.24196598,0.4,0,0,8,4,0,4,1,0,5
0,0,1,21,1,0,32,0,0,0,2,0,0,1,0,1,18288,375504,380.2755763,24.3699135,102.1480464,1,2012,2,9,7,0,0,0.24293785,0.4,0,0,32,4,0,4,1,0,5
0,0,1,21,1,0,0,0,0,0,1,0,0,0,0,1,18264,375504,380.2755763,24.3699135,102.1480464,1,2012,2,9,7,0,0,0.2424812,0.2,0,0,5,2,0,2,1,0,5
0,0,1,20,1,0,1,0,0,0,1,0,0,1,0,0,204,375504,380.2755763,24.3699135,102.1480464,1,2012,2,9,13,0,0,0.24485981,0.4,0,0,5,2,0,2,1,0,5
0,0,1,20,1,0,0,4,0,0,2,0,0,1,0,1,18277,375504,380.2809025,24.3699135,102.1507094,0,2012,2,9,14,0,0,0.24581006,0.4,0,0,7,4,0,4,1,0,5
0,0,1,20,1,0,0,42,0,0,3,0,0,2,0,1,18276,375504,380.3022072,24.3699135,102.1560356,1,2012,2,9,15,0,0,0.2462963,0.4,0.015873017,0,31.5,10,0,10,2,0,5
0,0,1,20,2,0,31,0,0,0,2,0,0,1,0,1,18277,375504,380.3022072,24.3699135,102.1560356,1,2012,2,9,16,0,0,0.24584104,0.4,0,0,34,16,0,8,1,0,5
0,0,1,20,1,0,3,0,0,0,1,0,0,1,0,0,25,375505,380.3011944,24.3698486,102.1557636,1,2012,2,9,16,0,1,0.24538745,0.4,0,0,35,2,0,2,1,0,5
0,0,1,20,1,0,32,15,0,0,4,0,0,3,0,1,18276,375507,380.2938427,24.36971881,102.1498933,1,2012,2,9,18,0,0,0.24770643,0.6,0,0,2,8,0,8,1,0,5
0,0,1,20,2,0,8,0,0,0,2,0,0,2,0,0,3823,375507,380.2938427,24.36971881,102.1498933,1,2012,2,10,17,1,0,0.25543478,1,0.03125,0,16,4,0,4,2,0,6
0,0,1,20,1,0,2,0,0,0,2,0,0,1,0,1,18288,375507,380.2938427,24.36971881,102.1498933,1,2012,2,10,21,0,0,0.2642857,0.8,0.2,0,25,4,0,4,1,0,6
0,0,1,20,1,0,43,0,0,0,3,0,0,2,0,1,18291,375524,380.2766268,24.36861559,102.145269,1,2012,2,11,0,0,0,0.26595744,0.6,0,0,4,6,0,6,1,0,7
0,0,1,20,1,0,57,0,0,0,3,0,0,2,0,1,18292,375536,380.2644753,24.36783691,102.142005,1,2012,2,11,0,0,1,0.26548672,0.4,0,0,5,6,0,6,1,0,7
0,0,1,20,1,0,6,0,0,0,1,0,0,1,0,0,110,375536,380.2644753,24.36783691,102.142005,1,2012,2,11,1,0,0,0.26501766,0.2,0,0,36,2,0,2,1,0,7
0,0,1,20,1,0,54,12,0,0,3,0,0,2,0,1,18287,375536,380.2937668,24.37049977,102.1473307,1,2012,2,11,3,0,1,0.26455027,0.2,0,0,37,6,0,6,1,0,7
0,0,1,20,1,0,2,0,0,0,1,0,0,1,0,0,67,375536,380.2937668,24.37049977,102.1473307,1,2012,2,11,12,0,0,0.26923078,0.6,0,0,6,2,0,2,1,0,7
0,0,1,20,1,0,6,0,0,0,1,0,0,1,0,0,325,375536,380.2937668,24.37049977,102.1473307,1,2012,2,11,16,0,1,0.26876092,0.4,0,0,7,2,0,2,1,0,7
0,0,1,20,1,0,4,0,0,0,1,0,0,1,0,0,3414,375536,380.2937668,24.37049977,102.1473307,1,2012,2,11,16,0,0,0.2682927,0.4,0.03125,0,32,2,0,2,1,0,7
0,0,1,20,1,0,2,0,0,0,1,0,0,1,0,0,326,375536,380.2937668,24.37049977,102.1473307,1,2012,2,11,16,0,0,0.26782608,0.2,0,0,8,2,0,2,1,0,7
0,0,1,20,1,0,5,14,0,0,3,0,0,2,0,1,18290,375536,380.3257211,24.37316263,102.1499936,1,2012,2,11,19,0,0,0.2673611,0.2,0,0,6,6,0,6,1,0,7
0,0,1,20,1,0,9,0,0,0,2,0,0,1,0,1,18276,375535,380.3267339,24.37322753,102.1502656,1,2012,2,12,6,1,0,0.26943004,0.6,0,0,0,4,0,4,1,0,1
0,0,1,20,1,0,2,0,0,0,2,0,0,1,0,1,18277,375535,380.3267339,24.37322753,102.1502656,1,2012,2,12,7,0,0,0.2689655,0.4,0,0,7,4,0,4,1,0,1
0,0,1,20,1,0,2,0,0,0,2,0,0,1,0,1,18296,375535,380.3267339,24.37322753,102.1502656,1,2012,2,12,11,0,0,0.2735043,0.6,0,0,38,4,0,4,1,0,1
0,0,1,20,2,0,13,0,0,0,3,0,0,2,0,1,20957,375535,380.3267339,24.37322753,102.1502656,1,2012,2,13,1,1,0,0.27303755,0.6,0.013888889,0,36,6,0,6,2,0,2
0,0,1,20,1,0,45,30,0,0,3,0,0,2,0,1,18440,375535,380.3799912,24.37855326,102.1555914,1,2012,2,13,9,0,0,0.27504244,0.4,0,0,40,6,0,6,1,0,2
0,0,1,20,1,0,5,0,0,0,2,0,0,1,0,1,18341,375535,380.3799912,24.37855326,102.1555914,1,2012,2,13,13,0,0,0.27457628,0.4,0.2,0.2,5,4,0,4,1,0,2
0,0,1,20,1,0,16,4,0,0,3,0,0,2,0,1,18300,375535,380.3799912,24.37855326,102.1555914,1,2012,2,13,14,0,0,0.2741117,0.4,0,0,8,6,0,6,1,0,2
0,0,1,20,2,0,4,0,0,0,2,0,0,1,0,0,3615,375535,380.3799912,24.37855326,102.1555914,1,2012,2,13,16,0,0,0.27487352,0.4,0.023255814,0,21.5,4,0,4,2,0,2
0,0,1,20,1,0,70,0,0,0,2,0,0,1,0,1,18296,375535,380.3799912,24.37855326,102.1555914,1,2012,2,13,21,0,0,0.27441078,0.4,0,0,7,4,0,4,1,0,2
0,0,1,20,1,0,7,0,0,0,2,0,0,1,0,1,18350,375535,380.3799912,24.37855326,102.1555914,1,2012,2,13,21,0,1,0.2739496,0.4,0,0,8,4,0,4,1,0,2
